school,school_link,year,conference,wins,losses,ties,win_percent,pre_rank,post_rank,coach_name,coach_link,n_coaches,bowl,national_champs,conference_champs,AP Coach of the Year Award,Heisman Memorial Trophy,AP,DB,DL,K,KR,LB,OL,P,QB,RB,TE,WR,Off_AA,Def_AA,ST_AA,pass_att,pass_yd,pass_td,rush_att,rush_yd,rush_td,turnovers,opp_pass_yd,opp_pass_td,opp_rush_yd,opp_rush_td,takeaways,xp_att,fg_att,kick_points,punt_att,punt_avg
Louisiana,/cfb/schools/louisiana-lafayette/,2014,Sun Belt,9,4,0,.692,,,Mark Hudspeth,/cfb/coaches/mark-hudspeth-1.html,1,New Orleans Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,191.5,1.2,42.2,225.9,2.4,1.1,263.6,1.5,142.2,1.6,1.3,3.5,,7.5,4.5,42.1
Louisiana,/cfb/schools/louisiana-lafayette/,2013,Sun Belt,9,4,0,.692,,,Mark Hudspeth,/cfb/coaches/mark-hudspeth-1.html,1,New Orleans Bowl-W,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,212.2,1.6,43.4,204.5,2.5,1.7,242.8,1.3,150.7,1.5,1.8,4.3,,6.2,4.1,41.7
Louisiana,/cfb/schools/louisiana-lafayette/,2012,Sun Belt,9,4,0,.692,,,Mark Hudspeth,/cfb/coaches/mark-hudspeth-1.html,1,New Orleans Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,261.8,1.7,36.9,193.5,2.5,1.7,283.5,1.6,144.6,1.5,1.6,4.3,1.8,8.7,4.7,41.0
Louisiana,/cfb/schools/louisiana-lafayette/,2011,Sun Belt,9,4,0,.692,,,Mark Hudspeth,/cfb/coaches/mark-hudspeth-1.html,1,New Orleans Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,269.5,1.9,35.1,125.2,1.5,1.8,261.3,1.8,138.6,2.0,1.8,3.8,1.5,7.7,6.2,40.0
Louisiana,/cfb/schools/louisiana-lafayette/,2010,Sun Belt,3,9,0,.250,,,Rickey Bustle,/cfb/coaches/rickey-bustle-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,250.0,1.5,34.5,100.6,1.2,2.1,236.8,2.2,162.6,1.9,1.8,2.8,1.1,4.8,6.0,40.1
Louisiana,/cfb/schools/louisiana-lafayette/,2009,Sun Belt,6,6,0,.500,,,Rickey Bustle,/cfb/coaches/rickey-bustle-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,224.8,1.2,38.3,136.9,1.6,1.9,222.4,1.8,181.9,1.8,2.2,2.7,0.9,4.5,5.5,40.6
Louisiana,/cfb/schools/louisiana-lafayette/,2008,Sun Belt,6,6,0,.500,,,Rickey Bustle,/cfb/coaches/rickey-bustle-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,185.5,1.5,44.4,263.7,2.7,2.1,216.3,2.0,213.3,1.9,1.7,4.4,0.8,5.9,4.0,39.1
Louisiana,/cfb/schools/louisiana-lafayette/,2007,Sun Belt,3,9,0,.250,,,Rickey Bustle,/cfb/coaches/rickey-bustle-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,155.5,1.0,45.2,251.6,1.9,1.8,218.3,2.1,228.4,2.3,1.4,2.8,1.1,5.1,5.3,36.6
Louisiana,/cfb/schools/louisiana-lafayette/,2006,Sun Belt,6,6,0,.500,,,Rickey Bustle,/cfb/coaches/rickey-bustle-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,129.2,0.8,39.8,188.4,1.7,1.8,204.2,1.3,126.9,1.7,1.3,2.4,1.2,5.0,4.6,38.4
Louisiana,/cfb/schools/louisiana-lafayette/,2005,Sun Belt,6,5,0,.545,,,Rickey Bustle,/cfb/coaches/rickey-bustle-1.html,1,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,132.4,0.3,48.3,254.3,3.1,1.9,190.2,1.9,180.5,1.9,1.5,3.1,1.0,4.7,4.4,37.5
Louisiana,/cfb/schools/louisiana-lafayette/,2004,Sun Belt,4,7,0,.364,,,Rickey Bustle,/cfb/coaches/rickey-bustle-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,229.6,1.2,38.3,152.7,1.1,2.2,174.5,0.8,213.5,1.8,1.9,2.2,2.0,6.0,4.5,35.0
Louisiana,/cfb/schools/louisiana-lafayette/,2003,Sun Belt,4,8,0,.333,,,Rickey Bustle,/cfb/coaches/rickey-bustle-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,219.0,1.1,35.2,116.5,1.5,1.9,223.2,1.8,215.8,2.3,2.3,2.4,1.3,5.3,6.4,39.1
Louisiana,/cfb/schools/louisiana-lafayette/,2002,Sun Belt,3,9,0,.250,,,Rickey Bustle,/cfb/coaches/rickey-bustle-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,227.8,1.1,32.0,61.2,0.8,2.8,197.9,1.5,182.3,2.2,2.2,1.7,1.5,3.9,6.5,39.8
Louisiana,/cfb/schools/louisiana-lafayette/,2001,Sun Belt,3,8,0,.273,,,Jerry Baldwin,/cfb/coaches/jerry-baldwin-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,244.2,1.3,31.5,93.4,1.2,2.1,190.9,1.6,183.4,2.5,2.1,2.5,1.4,4.9,6.1,35.9
Louisiana,/cfb/schools/louisiana-lafayette/,2000,Ind,1,10,0,.091,,,Jerry Baldwin,/cfb/coaches/jerry-baldwin-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,161.8,0.8,39.2,123.6,0.9,2.0,236.5,1.8,150.5,1.7,2.2,2.1,0.7,2.8,7.6,35.9
Louisiana,/cfb/schools/louisiana-lafayette/,1999,Ind,2,9,0,.182,,,Jerry Baldwin,/cfb/coaches/jerry-baldwin-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1998,Ind,2,9,0,.182,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1997,Ind,1,10,0,.091,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1996,Ind,5,6,0,.455,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1995,Big West,6,5,0,.545,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1994,Big West,6,5,0,.545,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1993,Big West,8,3,0,.727,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1992,Ind,2,9,0,.182,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1991,Ind,2,8,1,.227,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1990,Ind,5,6,0,.455,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1989,Ind,7,4,0,.636,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1988,Ind,6,5,0,.545,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1987,Ind,6,5,0,.545,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1986,Ind,6,5,0,.545,,,Nelson Stokley,/cfb/coaches/nelson-stokley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1985,Ind,4,7,0,.364,,,Sam Robertson,/cfb/coaches/sam-robertson-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1984,Ind,6,5,0,.545,,,Sam Robertson,/cfb/coaches/sam-robertson-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1983,Ind,4,6,0,.400,,,Sam Robertson,/cfb/coaches/sam-robertson-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1982,Ind,7,3,1,.682,,,Sam Robertson,/cfb/coaches/sam-robertson-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1981,Southland,1,9,1,.136,,,Sam Robertson,/cfb/coaches/sam-robertson-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1980,Southland,7,4,0,.636,,,Sam Robertson,/cfb/coaches/sam-robertson-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1979,Southland,4,7,0,.364,,,Augie Tammariello,/cfb/coaches/augie-tammariello-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1978,Southland,3,8,0,.273,,,Augie Tammariello,/cfb/coaches/augie-tammariello-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1977,Southland,6,4,2,.583,,,Augie Tammariello,/cfb/coaches/augie-tammariello-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1976,Southland,9,2,0,.818,,,Augie Tammariello,/cfb/coaches/augie-tammariello-1.html,1,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1975,Southland,6,5,0,.545,,,Augie Tammariello,/cfb/coaches/augie-tammariello-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1974,Ind,2,9,0,.182,,,Augie Tammariello,/cfb/coaches/augie-tammariello-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana,/cfb/schools/louisiana-lafayette/,1973,Ind,0,10,0,.000,,,Russ Faulkinberry,/cfb/coaches/russ-faulkinberry-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana Tech,/cfb/schools/louisiana-tech/,2021,CUSA,3,9,,.250,,,Skip Holtz,/cfb/coaches/skip-holtz-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,261.8,1.8,34.5,122.3,1.3,1.9,267.8,2.1,166.4,2.1,1.8,3.3,1.9,7.5,4.6,39.8
Louisiana Tech,/cfb/schools/louisiana-tech/,2020,CUSA,5,5,0,.500,,,Skip Holtz,/cfb/coaches/skip-holtz-1.html,1,New Orleans Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9,216.6,2.1,34.4,99.2,1.0,1.6,229.0,1.8,198.3,2.6,1.4,3.3,1.4,6.9,5.4,37.2
Louisiana Tech,/cfb/schools/louisiana-tech/,2019,CUSA,10,3,0,.769,,,Skip Holtz,/cfb/coaches/skip-holtz-1.html,1,Independence Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,268.5,1.6,36.5,168.4,2.1,1.5,240.5,1.1,140.6,1.5,2.0,4.1,1.4,7.5,4.5,37.8
Louisiana Tech,/cfb/schools/louisiana-tech/,2018,CUSA,8,5,0,.615,,,Skip Holtz,/cfb/coaches/skip-holtz-1.html,1,Hawaii Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,249.5,1.2,33.7,129.8,1.7,1.5,191.6,1.2,149.7,1.8,1.7,3.0,1.7,6.4,5.2,40.1
Louisiana Tech,/cfb/schools/louisiana-tech/,2017,CUSA,7,6,0,.538,,,Skip Holtz,/cfb/coaches/skip-holtz-1.html,1,Frisco Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,230.5,1.3,38.1,172.5,1.7,1.2,210.1,1.3,177.4,1.6,2.2,3.5,2.5,9.1,4.2,37.4
Louisiana Tech,/cfb/schools/louisiana-tech/,2016,CUSA,9,5,0,.643,,,Skip Holtz,/cfb/coaches/skip-holtz-1.html,1,Armed Forces Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8,363.4,3.1,29.6,151.6,2.1,1.2,274.7,2.4,146.2,1.9,1.3,5.6,1.9,10.3,2.9,41.0
Louisiana Tech,/cfb/schools/louisiana-tech/,2015,CUSA,9,4,0,.692,,,Skip Holtz,/cfb/coaches/skip-holtz-1.html,1,New Orleans Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,322.6,2.2,33.2,159.8,2.1,1.6,256.5,1.8,120.8,0.9,1.7,4.6,2.0,9.7,4.3,39.8
Louisiana Tech,/cfb/schools/louisiana-tech/,2014,CUSA,9,5,0,.643,,,Skip Holtz,/cfb/coaches/skip-holtz-1.html,1,Heart of Dallas Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,252.2,2.1,35.0,148.6,2.3,1.9,244.3,1.4,118.2,1.4,3.0,4.8,,8.2,4.9,37.2
Louisiana Tech,/cfb/schools/louisiana-tech/,2013,CUSA,4,8,0,.333,,,Skip Holtz,/cfb/coaches/skip-holtz-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,206.0,0.8,34.2,160.2,1.2,2.4,213.5,1.0,194.8,2.1,2.2,1.9,,6.3,5.8,37.6
Louisiana Tech,/cfb/schools/louisiana-tech/,2012,WAC,9,3,0,.750,,,Sonny Dykes,/cfb/coaches/sonny-dykes-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.4,350.8,2.8,43.4,227.2,3.9,1.1,340.4,2.9,185.7,2.1,2.2,6.7,1.5,9.3,3.8,48.0
Louisiana Tech,/cfb/schools/louisiana-tech/,2011,WAC,8,5,0,.615,,,Sonny Dykes,/cfb/coaches/sonny-dykes-1.html,1,Poinsettia Bowl-L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,248.4,1.6,39.2,146.2,1.6,1.5,249.1,1.6,127.4,0.8,2.4,3.7,1.6,7.0,6.5,46.0
Louisiana Tech,/cfb/schools/louisiana-tech/,2010,WAC,5,7,0,.417,,,Sonny Dykes,/cfb/coaches/sonny-dykes-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,218.9,1.3,38.8,170.9,1.8,2.3,290.2,2.3,171.9,1.4,1.9,3.3,1.5,6.6,5.1,40.1
Louisiana Tech,/cfb/schools/louisiana-tech/,2009,WAC,4,8,0,.333,,,Derek Dooley,/cfb/coaches/derek-dooley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,188.1,1.6,41.6,184.2,1.7,1.1,205.5,1.3,162.8,1.4,1.7,3.6,1.3,6.5,5.4,37.8
Louisiana Tech,/cfb/schools/louisiana-tech/,2008,WAC,8,5,0,.615,,,Derek Dooley,/cfb/coaches/derek-dooley-1.html,1,Independence Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,156.0,0.7,40.2,187.1,1.8,1.5,272.7,1.9,103.8,0.9,2.2,3.1,2.2,6.2,5.5,40.5
Louisiana Tech,/cfb/schools/louisiana-tech/,2007,WAC,5,7,0,.417,,,Derek Dooley,/cfb/coaches/derek-dooley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,195.7,1.1,40.8,155.3,1.3,2.1,287.1,2.3,137.1,1.4,2.2,2.2,1.8,5.1,6.3,41.3
Louisiana Tech,/cfb/schools/louisiana-tech/,2006,WAC,3,10,0,.231,,,Jack Bicknell,/cfb/coaches/jack-bicknell-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,214.4,1.3,31.9,130.2,1.0,2.8,257.8,2.4,225.4,2.9,2.2,2.4,0.9,4.2,5.5,38.2
Louisiana Tech,/cfb/schools/louisiana-tech/,2005,WAC,7,4,0,.636,,,Jack Bicknell,/cfb/coaches/jack-bicknell-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,219.1,1.6,38.9,147.5,1.7,1.6,248.1,1.7,133.2,1.3,2.8,3.5,2.4,8.0,4.7,37.4
Louisiana Tech,/cfb/schools/louisiana-tech/,2004,WAC,6,6,0,.500,,,Jack Bicknell,/cfb/coaches/jack-bicknell-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,179.8,0.9,40.8,200.3,2.1,2.3,231.3,2.1,176.6,1.7,2.3,3.2,1.6,5.5,6.0,39.2
Louisiana Tech,/cfb/schools/louisiana-tech/,2003,WAC,5,7,0,.417,,,Jack Bicknell,/cfb/coaches/jack-bicknell-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2,293.3,1.7,30.0,137.8,1.2,2.3,272.8,1.4,237.7,2.4,1.9,2.6,2.6,7.8,4.8,40.7
Louisiana Tech,/cfb/schools/louisiana-tech/,2002,WAC,4,8,0,.333,,,Jack Bicknell,/cfb/coaches/jack-bicknell-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,302.8,1.6,25.8,115.2,1.5,2.4,264.4,2.0,176.8,2.5,1.3,2.9,1.8,6.5,5.5,36.5
Louisiana Tech,/cfb/schools/louisiana-tech/,2001,WAC,7,5,0,.583,,,Jack Bicknell,/cfb/coaches/jack-bicknell-2.html,1,Humanitarian Bowl-L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,313.0,2.7,29.9,109.6,1.2,2.1,238.5,1.3,204.9,2.4,2.6,4.1,2.0,8.9,5.4,40.4
Louisiana Tech,/cfb/schools/louisiana-tech/,2000,Ind,3,9,0,.250,,,Jack Bicknell,/cfb/coaches/jack-bicknell-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,309.6,2.5,27.6,103.3,0.9,3.4,197.5,1.6,211.0,2.3,2.0,3.4,1.4,5.8,4.2,34.1
Louisiana Tech,/cfb/schools/louisiana-tech/,1999,Ind,8,3,0,.727,,,Jack Bicknell,/cfb/coaches/jack-bicknell-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana Tech,/cfb/schools/louisiana-tech/,1998,Ind,6,6,0,.500,,,Gary Crowton,/cfb/coaches/gary-crowton-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana Tech,/cfb/schools/louisiana-tech/,1997,Ind,9,2,0,.818,,,Gary Crowton,/cfb/coaches/gary-crowton-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana Tech,/cfb/schools/louisiana-tech/,1996,Ind,6,5,0,.545,,,Gary Crowton,/cfb/coaches/gary-crowton-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana Tech,/cfb/schools/louisiana-tech/,1995,Big West,5,6,0,.455,,,Joe Peace,/cfb/coaches/joe-peace-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Louisiana Tech,/cfb/schools/louisiana-tech/,1994,Big West,3,8,0,.273,,,Joe Peace,/cfb/coaches/joe-peace-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
