school,school_link,year,conference,wins,losses,ties,win_percent,pre_rank,post_rank,coach_name,coach_link,n_coaches,bowl,national_champs,conference_champs,AP Coach of the Year Award,Heisman Memorial Trophy,AP,DB,DL,K,KR,LB,OL,P,QB,RB,TE,WR,Off_AA,Def_AA,ST_AA,pass_att,pass_yd,pass_td,rush_att,rush_yd,rush_td,turnovers,opp_pass_yd,opp_pass_td,opp_rush_yd,opp_rush_td,takeaways,xp_att,fg_att,kick_points,punt_att,punt_avg
Air Force,/cfb/schools/air-force/,2021,MWC,10,3,,.769,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,First Responder Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,95.5,0.6,63.8,328.7,3.4,0.7,194.3,1.2,102.5,1.4,1.2,3.8,1.2,6.2,3.1,40.2
Air Force,/cfb/schools/air-force/,2020,MWC,3,3,0,.500,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,83.7,0.5,52.0,305.7,2.7,1.3,166.8,1.2,137.7,0.7,1.3,2.8,1.5,5.3,2.7,40.7
Air Force,/cfb/schools/air-force/,2019,MWC,11,2,0,.846,,22,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,Cheez-It Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,123.2,1.1,58.0,299.0,3.2,1.4,219.1,1.6,100.5,0.8,1.2,4.3,1.0,7.0,2.4,40.4
Air Force,/cfb/schools/air-force/,2018,MWC,5,7,0,.417,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,131.3,0.8,59.4,283.7,2.8,1.3,244.0,1.9,116.9,1.4,1.2,3.5,1.2,5.9,3.7,39.1
Air Force,/cfb/schools/air-force/,2017,MWC,5,7,0,.417,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,110.1,0.8,63.6,306.3,3.2,1.7,171.1,1.3,222.8,2.6,0.8,3.8,1.1,6.3,3.4,42.1
Air Force,/cfb/schools/air-force/,2016,MWC,10,3,0,.769,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,Arizona Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,134.8,1.1,63.2,318.2,3.0,1.3,251.8,1.8,114.2,1.5,1.8,3.9,1.9,9.0,3.7,41.1
Air Force,/cfb/schools/air-force/,2015,MWC,8,6,0,.571,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,Armed Forces Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,131.9,1.1,58.4,319.4,3.2,1.6,210.1,1.6,144.7,1.4,1.3,4.3,1.1,6.9,4.3,38.6
Air Force,/cfb/schools/air-force/,2014,MWC,10,3,0,.769,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,Famous Idaho Potato Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,145.6,1.2,61.2,273.1,2.6,1.3,258.4,1.5,136.9,1.3,1.4,3.6,,7.9,4.7,43.6
Air Force,/cfb/schools/air-force/,2013,MWC,2,10,0,.167,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,104.9,0.7,53.1,262.7,2.5,1.1,239.7,2.2,250.6,3.4,0.8,3.0,,5.7,4.1,38.7
Air Force,/cfb/schools/air-force/,2012,MWC,6,7,0,.462,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,Armed Forces Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,102.6,0.7,61.8,316.2,3.0,2.2,210.6,1.5,198.8,2.1,1.2,3.6,0.8,4.5,3.1,39.2
Air Force,/cfb/schools/air-force/,2011,MWC,7,6,0,.538,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,Military Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,140.1,1.2,55.6,314.8,3.3,2.0,166.8,1.6,219.7,1.8,2.0,4.2,1.4,7.4,2.9,39.4
Air Force,/cfb/schools/air-force/,2010,MWC,9,4,0,.692,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,Independence Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,119.3,0.9,57.5,306.5,3.2,1.3,147.8,0.8,201.5,1.8,1.7,3.9,1.0,5.3,3.1,41.8
Air Force,/cfb/schools/air-force/,2009,MWC,8,5,0,.615,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,Armed Forces Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,88.4,0.6,62.7,283.5,2.4,0.9,154.3,0.8,134.0,0.9,2.6,3.3,2.3,8.2,4.0,43.0
Air Force,/cfb/schools/air-force/,2008,MWC,8,5,0,.615,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,Armed Forces Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,82.2,0.7,59.8,266.9,2.1,1.3,199.9,1.2,141.5,1.5,2.3,2.8,2.2,8.3,4.2,39.1
Air Force,/cfb/schools/air-force/,2007,MWC,9,4,0,.692,,,Troy Calhoun,/cfb/coaches/troy-calhoun-1.html,1,Armed Forces Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,119.8,0.7,55.5,299.5,2.8,1.4,232.2,1.2,136.5,1.2,2.2,3.5,2.1,7.8,3.6,42.0
Air Force,/cfb/schools/air-force/,2006,MWC,4,8,0,.333,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,101.3,1.0,55.0,229.4,1.8,1.2,213.4,1.7,141.3,1.3,1.8,2.8,1.2,4.9,3.4,40.4
Air Force,/cfb/schools/air-force/,2005,MWC,4,7,0,.364,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,170.7,1.3,53.5,246.5,2.5,2.2,255.0,1.5,173.5,2.5,1.5,3.6,1.5,6.2,3.6,35.4
Air Force,/cfb/schools/air-force/,2004,MWC,5,6,0,.455,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,148.1,1.1,58.9,277.4,2.9,1.5,222.1,1.5,200.0,2.2,1.5,3.8,1.0,5.5,4.7,37.8
Air Force,/cfb/schools/air-force/,2003,MWC,7,5,0,.583,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,104.9,0.7,59.7,280.6,2.6,1.4,183.1,0.9,168.9,1.7,1.9,2.6,1.8,5.7,3.7,43.4
Air Force,/cfb/schools/air-force/,2002,MWC,8,5,0,.615,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,San Francisco Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,90.4,0.9,60.5,307.8,3.2,1.3,198.8,0.8,155.5,1.9,2.0,4.1,1.4,7.5,3.7,38.2
Air Force,/cfb/schools/air-force/,2001,MWC,6,6,0,.500,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,118.9,0.5,56.4,273.3,3.0,1.7,249.2,1.6,203.5,2.1,2.3,3.3,1.5,5.9,5.1,39.8
Air Force,/cfb/schools/air-force/,2000,MWC,9,3,0,.750,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,Silicon Valley Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,157.0,1.2,58.8,294.9,3.0,1.1,213.5,1.5,159.5,1.5,1.7,3.7,2.2,8.7,4.6,40.0
Air Force,/cfb/schools/air-force/,1999,MWC,6,5,0,.545,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1998,WAC,12,1,0,.923,,13,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,Oahu Classic-W,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1997,WAC,10,3,0,.769,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,Las Vegas Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1996,WAC,6,5,0,.545,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1995,WAC,8,5,0,.615,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,Copper Bowl-L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1994,WAC,8,4,0,.667,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1993,WAC,4,8,0,.333,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1992,WAC,7,5,0,.583,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,Liberty Bowl-L,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1991,WAC,10,3,0,.769,,25,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,Liberty Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1990,WAC,7,5,0,.583,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,Liberty Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1989,WAC,8,4,1,.654,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,Liberty Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1988,WAC,5,7,0,.417,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1987,WAC,9,4,0,.692,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,Freedom Bowl-L,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1986,WAC,6,5,0,.545,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1985,WAC,12,1,0,.923,,8,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,Bluebonnet Bowl-W,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1984,WAC,8,4,0,.667,,,Fisher DeBerry,/cfb/coaches/fisher-deberry-1.html,1,Independence Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1983,WAC,10,2,0,.833,,13,Ken Hatfield,/cfb/coaches/ken-hatfield-1.html,1,Independence Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1982,WAC,8,5,0,.615,,,Ken Hatfield,/cfb/coaches/ken-hatfield-1.html,1,Hall of Fame Classic-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1981,WAC,4,7,0,.364,,,Ken Hatfield,/cfb/coaches/ken-hatfield-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1980,WAC,2,9,1,.208,,,Ken Hatfield,/cfb/coaches/ken-hatfield-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1979,Ind,2,9,0,.182,,,Ken Hatfield,/cfb/coaches/ken-hatfield-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1978,Ind,3,8,0,.273,,,Bill Parcells,/cfb/coaches/bill-parcells-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1977,Ind,2,8,1,.227,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1976,Ind,4,7,0,.364,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1975,Ind,2,8,1,.227,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1974,Ind,2,9,0,.182,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1973,Ind,6,4,0,.600,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1972,Ind,6,4,0,.600,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1971,Ind,6,4,0,.600,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1970,Ind,9,3,0,.750,,16,Ben Martin,/cfb/coaches/ben-martin-2.html,1,Sugar Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1969,Ind,6,4,0,.600,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1968,Ind,7,3,0,.700,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1967,Ind,2,6,2,.300,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1966,Ind,4,6,0,.400,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1965,Ind,3,6,1,.350,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1964,Ind,4,5,1,.450,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1963,Ind,7,4,0,.636,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,Gator Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1962,Ind,5,5,0,.500,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1961,Ind,3,7,0,.300,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1960,Ind,4,6,0,.400,,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1959,Ind,5,4,1,.550,15,,Ben Martin,/cfb/coaches/ben-martin-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1958,Ind,9,0,2,.909,,6,Ben Martin,/cfb/coaches/ben-martin-2.html,1,Cotton Bowl-T,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Air Force,/cfb/schools/air-force/,1957,Ind,3,6,1,.350,,,Buck Shaw,/cfb/coaches/buck-shaw-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,2021,MAC,2,10,,.167,,,Tom Arth,/cfb/coaches/tom-arth-1.html,2,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,217.5,1.8,35.8,124.2,0.7,1.4,220.1,2.2,248.9,2.7,0.9,2.5,0.9,4.2,4.2,42.2
Akron,/cfb/schools/akron/,2020,MAC,1,5,0,.167,,,Tom Arth,/cfb/coaches/tom-arth-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,139.7,0.7,35.3,141.5,1.2,1.5,211.7,2.0,248.2,3.2,1.0,2.2,1.0,4.2,5.3,39.4
Akron,/cfb/schools/akron/,2019,MAC,0,12,0,.000,,,Tom Arth,/cfb/coaches/tom-arth-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,195.2,1.0,27.3,48.0,0.2,2.2,200.7,1.9,213.3,2.3,0.9,1.2,1.0,2.8,6.7,37.3
Akron,/cfb/schools/akron/,2018,MAC,4,8,0,.333,,,Terry Bowden,/cfb/coaches/terry-bowden-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,199.2,1.3,32.3,98.2,0.4,2.0,191.1,1.1,200.9,1.9,1.8,2.0,1.8,5.9,6.3,39.4
Akron,/cfb/schools/akron/,2017,MAC,7,7,0,.500,,,Terry Bowden,/cfb/coaches/terry-bowden-1.html,1,Boca Raton Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,210.6,1.7,32.8,105.7,1.0,1.2,237.4,1.7,205.9,1.7,1.9,2.9,0.9,4.1,6.1,41.9
Akron,/cfb/schools/akron/,2016,MAC,5,7,0,.417,,,Terry Bowden,/cfb/coaches/terry-bowden-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,255.3,2.1,31.7,132.2,1.1,1.8,241.3,1.8,224.8,2.3,1.2,3.5,0.9,5.8,5.0,37.6
Akron,/cfb/schools/akron/,2015,MAC,8,5,0,.615,,,Terry Bowden,/cfb/coaches/terry-bowden-1.html,1,Famous Idaho Potato Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,192.9,1.4,41.2,165.2,1.5,1.4,238.6,1.8,92.9,0.9,2.2,2.9,1.7,6.2,6.2,40.6
Akron,/cfb/schools/akron/,2014,MAC,5,7,0,.417,,,Terry Bowden,/cfb/coaches/terry-bowden-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,249.3,1.2,30.3,124.0,1.5,2.2,222.5,1.7,153.6,1.2,2.0,2.8,,5.9,5.6,41.9
Akron,/cfb/schools/akron/,2013,MAC,5,7,0,.417,,,Terry Bowden,/cfb/coaches/terry-bowden-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,219.4,1.5,34.8,122.6,1.0,1.8,232.9,2.3,164.1,1.3,1.6,2.5,,4.7,5.5,42.3
Akron,/cfb/schools/akron/,2012,MAC,1,11,0,.083,,,Terry Bowden,/cfb/coaches/terry-bowden-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6,312.8,2.5,30.4,114.4,0.8,2.3,238.9,2.5,211.1,1.8,1.1,3.3,1.0,5.4,5.7,39.9
