"venue_id","name","capacity","grass","city","state","zip","country_code","location.x","location.y","elevation","year_constructed","dome","timezone"
3674,"Skelly Field at H. A. Chapman Stadium", 30000,FALSE,"Tulsa","OK","74194","US",  36.148918, -95.943785,"235.5928345",1930,FALSE,"America/Chicago"
7065,"SoFi Stadium", 71500,NA,"Inglewood","CA",NA,"US",  33.956200,-118.353132,NA,NA,TRUE,NA
3933,"Soldier Field", 61500,TRUE,"Chicago","IL","60605","US",  41.862500, -87.616667,"177.420578",1924,FALSE,"America/Chicago"
3761,"Sonny Lubick Field at Hughes Stadium", 34400,FALSE,"Fort Collins","CO","80526","US",  40.562118,-105.141625,"1574.920898",1968,FALSE,"America/Denver"
3935,"Spartan Stadium", 30456,FALSE,"San Jose","CA","95112","US",  37.319668,-121.868296,"28.30708694",1933,FALSE,"America/Los_Angeles"
3936,"Spartan Stadium", 75005,FALSE,"East Lansing","MI","48824","US",  42.728147, -84.484853,"254.8794861",1923,FALSE,"America/Detroit"
4416,"Spec Martin Municipal Stadium",  6000,NA,"DeLand","FL","32720","US",  29.020858, -81.299375,"14.65544891",1941,FALSE,NA
3937,"Sports Authority Field at Mile High", 76125,TRUE,"Denver","CO","80204","US",  39.743889,-105.020000,"1583.532593",2001,FALSE,"America/Denver"
 844,"Stambaugh Stadium", 20630,FALSE,"Youngstown","OH","44502","US",  41.109296, -80.650188,"298.8893127",1982,FALSE,"America/New_York"
3940,"Stanford Stadium", 50424,FALSE,"Stanford","CA","94305","US",  37.434556,-122.161127,"18.38425636",2006,FALSE,"America/Los_Angeles"
5263,"Steele Stadium",  3000,NA,"Owensboro","KY",NA,"US",  37.742297, -87.119976,"122.5809097",2004,FALSE,NA
3716,"Stewart """"Red"""" Faught Stadium",  4000,NA,"Franklin","IN","92620","US",  33.704156,-117.751090,"222.7",1999,FALSE,NA
3942,"Stewart Stadium", 17500,FALSE,"Ogden","UT","84408","US",  41.191874,-111.940139,"1451.553711",1966,FALSE,"America/Denver"
3944,"Strawberry Stadium",  7408,FALSE,"Hammond","LA","70401","US",  30.511026, -90.468579,"13.7104578",1936,FALSE,"America/Chicago"
 538,"StubHub Center", 27000,FALSE,"Carson","CA","92620","US",  33.832204,-118.251755,NA,NA,FALSE,NA
3768,"Summa Field at InfoCision Stadium", 30000,FALSE,"Akron","OH","44399","US",  41.072553, -81.508341,"321.2875061",2009,FALSE,"America/New_York"
3946,"Sun Bowl Stadium", 51500,FALSE,"El Paso","TX","79968","US",  31.773335,-106.507957,"1183.697876",1963,FALSE,"America/Denver"
3947,"Sun Devil Stadium", 65870,FALSE,"Tempe","AZ","85287","US",  33.426447,-111.932501,"360.1569519",1958,FALSE,"America/Phoenix"
5319,"SunTrust Park", 41084,TRUE,"Atlanta","GA","30339","US",  33.890817, -84.467656,"289.7",2017,FALSE,"America/New_York"
3950,"Superior Dome",  8000,FALSE,"Marquette","MI","70118","US",  46.560589, -87.393741,"186.4",1991,FALSE,"America/Detroit"
3953,"TCF Bank Stadium", 50850,FALSE,"Minneapolis","MN","55488","US",  44.976525, -93.224546,"254.3902283",2009,FALSE,"America/Chicago"
3952,"Ted Wright Stadium",  7500,FALSE,"Savannah","GA","31404","US",  32.027435, -81.068749,"6.564679146",1967,FALSE,"America/New_York"
4750,"The Reservation", 10000,NA,"Gaffney","SC","29342","US",  35.071795, -81.649820,"212.4",2008,FALSE,NA
4779,"Thomas Robinson Stadium", 15000,TRUE,"Nassau","",NA,"BS",  25.055569, -77.358736,"3.182889223",1981,FALSE,NA
